record_id,student_id,dataset_source,sleep_hours,academic_score,gender,sleep_category,integration_method,bedtime_variability,cumulative_gpa,age,study_hours_per_day,attendance_percentage,productivity_score,distraction_hours
580,KGL_S1032,Kaggle,6.9,52.1,Other,Insufficient,append,,,20,2.6,82.1,5885.833333333333,9.2
851,KGL_S1303,Kaggle,6.9,63.7,Female,Insufficient,append,,,22,2.2,93.4,6387.083333333334,3.9
603,KGL_S1055,Kaggle,6.9,87.2,Male,Insufficient,append,,,20,5.4,91.8,7232.5,6.6
1238,KGL_S1690,Kaggle,6.9,70.5,Male,Insufficient,append,,,18,2.5,88.3,6415.833333333333,3.0
875,KGL_S1327,Kaggle,6.9,23.1,Male,Insufficient,append,,,23,0.9,89.2,4657.083333333333,4.9
693,KGL_S1145,Kaggle,6.9,46.7,Female,Insufficient,append,,,23,2.2,86.4,5160.000000000001,9.2
120,CMU_136,CMU,6.901149425,87.25,Female,Insufficient,append,0.079280045,3.23,,,,,
288,CMU_331,CMU,6.906521738333334,81.25,Female,Insufficient,append,0.016025597,3.05,,,,,
402,CMU_546,CMU,6.910256410000001,90.5,Male,Insufficient,append,0.055878667,3.670689655,,,,,
240,CMU_671,CMU,6.911538461666667,100.0,Female,Insufficient,append,0.036821333,3.8,,,,,
82,CMU_171,CMU,6.912000000000001,81.25,Male,Insufficient,append,0.078486208,3.77,,,,,
171,CMU_551,CMU,6.912820513333333,84.25,Female,Insufficient,append,0.940313778,3.426551724,,,,,
505,CMU_73158,CMU,6.917222221666666,97.621428575,Male,Insufficient,append,0.034397873,3.952428571,,,,,
477,CMU_50766,CMU,6.917948718333333,100.0,Male,Insufficient,append,0.129004444,3.833333333,,,,,
416,CMU_17932,CMU,6.922666666666667,95.833333325,Male,Insufficient,append,0.127169657,3.833333333,,,,,
239,CMU_644,CMU,6.92948718,70.0,Female,Insufficient,append,2.196203556,3.17,,,,,
160,CMU_421,CMU,6.936309523333334,90.5,Female,Insufficient,append,0.072580018,3.201111111,,,,,
124,CMU_282,CMU,6.945402298333334,89.25,Male,Insufficient,append,0.147337372,2.93,,,,,
197,CMU_543,CMU,6.95297619,83.75,Male,Insufficient,append,0.152323579,2.617058824,,,,,
312,CMU_435,CMU,6.953846153333333,88.25,Female,Insufficient,append,0.088317778,3.315,,,,,
314,CMU_448,CMU,6.964743589999999,99.25,Female,Insufficient,append,0.577190667,4.0,,,,,
262,CMU_73,CMU,6.969444445,99.318175,Female,Insufficient,append,0.175588235,4.0,,,,,
72,CMU_176,CMU,6.974,58.25,Female,Insufficient,append,0.116625193,2.5,,,,,
534,CMU_93485,CMU,6.987777778333333,91.666666675,Male,Insufficient,append,0.061560312,3.888833333,,,,,
527,CMU_89652,CMU,6.989999999999999,98.810714275,Female,Insufficient,append,0.887273341,3.762,,,,,
179,CMU_186,CMU,6.99122807,97.2222,Male,Insufficient,append,0.129168381,3.925806129,,,,,
443,CMU_33740,CMU,6.993137255,88.335,Female,Insufficient,append,1.903460286,3.428428571,,,,,
201,CMU_18707,CMU,6.998333333333333,81.945833325,Female,Insufficient,append,0.052274078,2.9334,,,,,
600,KGL_S1052,Kaggle,7.0,48.4,Female,Insufficient,append,,,19,2.4,86.9,4672.5,7.2
839,KGL_S1291,Kaggle,7.0,100.0,Female,Insufficient,append,,,19,6.1,89.2,8052.916666666667,1.9
781,KGL_S1233,Kaggle,7.0,80.8,Female,Insufficient,append,,,20,3.7,73.7,7259.166666666667,3.4
1514,KGL_S1966,Kaggle,7.0,56.4,Other,Insufficient,append,,,21,1.7,83.5,6837.5,1.0
1243,KGL_S1695,Kaggle,7.0,68.5,Female,Insufficient,append,,,20,2.5,93.6,6996.250000000001,3.5
623,KGL_S1075,Kaggle,7.0,99.9,Female,Insufficient,append,,,18,6.0,92.3,7745.0,5.4
685,KGL_S1137,Kaggle,7.0,64.7,Male,Insufficient,append,,,17,3.1,69.4,4860.0,5.0
798,KGL_S1250,Kaggle,7.0,100.0,Male,Insufficient,append,,,22,5.5,81.3,7699.166666666666,4.6
1215,KGL_S1667,Kaggle,7.0,100.0,Female,Insufficient,append,,,20,5.6,94.7,8044.583333333334,4.699999999999999
1457,KGL_S1909,Kaggle,7.0,71.8,Female,Insufficient,append,,,22,4.9,79.5,5102.083333333334,6.3
1446,KGL_S1898,Kaggle,7.0,75.7,Female,Insufficient,append,,,23,3.9,86.8,7565.833333333333,4.0
633,KGL_S1085,Kaggle,7.0,53.5,Male,Insufficient,append,,,19,1.7,77.6,5752.5,5.2
1505,KGL_S1957,Kaggle,7.0,49.1,Female,Insufficient,append,,,17,2.0,69.8,5495.0,1.6
1280,KGL_S1732,Kaggle,7.0,62.6,Male,Insufficient,append,,,17,2.8,67.7,6577.916666666667,4.3
1442,KGL_S1894,Kaggle,7.0,45.4,Male,Insufficient,append,,,20,1.5,82.6,5325.416666666666,5.3
767,KGL_S1219,Kaggle,7.0,100.0,Female,Insufficient,append,,,23,6.2,84.9,6518.333333333334,3.8
1248,KGL_S1700,Kaggle,7.0,67.7,Female,Insufficient,append,,,18,3.3,100.0,6854.166666666667,3.2
1100,KGL_S1552,Kaggle,7.0,31.5,Female,Insufficient,append,,,21,0.2,77.9,4947.5,5.2
586,KGL_S1038,Kaggle,7.0,58.1,Male,Insufficient,append,,,17,3.8,70.3,4976.25,3.0999999999999996
1241,KGL_S1693,Kaggle,7.0,88.7,Female,Insufficient,append,,,20,4.9,88.7,6884.166666666667,3.4
1377,KGL_S1829,Kaggle,7.0,73.2,Female,Insufficient,append,,,24,4.1,81.8,6742.916666666668,6.300000000000001
1534,KGL_S1986,Kaggle,7.0,59.6,Male,Insufficient,append,,,20,1.1,91.4,6607.916666666667,3.9000000000000004
996,KGL_S1448,Kaggle,7.0,91.9,Female,Insufficient,append,,,23,4.0,93.4,7762.083333333334,3.9
1107,KGL_S1559,Kaggle,7.0,70.3,Female,Insufficient,append,,,22,2.8,72.2,5440.416666666667,4.3
1482,KGL_S1934,Kaggle,7.0,89.3,Male,Insufficient,append,,,24,5.1,78.6,7037.916666666666,4.7
1422,KGL_S1874,Kaggle,7.0,96.6,Male,Insufficient,append,,,18,5.1,96.0,8097.916666666666,3.5
1160,KGL_S1612,Kaggle,7.0,69.3,Male,Insufficient,append,,,20,2.6,80.1,6960.833333333333,3.1999999999999997
1164,KGL_S1616,Kaggle,7.0,79.3,Male,Insufficient,append,,,17,2.6,83.3,7395.0,2.2
1022,KGL_S1474,Kaggle,7.0,52.6,Male,Insufficient,append,,,19,3.0,79.7,5659.166666666667,6.8
905,KGL_S1357,Kaggle,7.0,81.9,Male,Insufficient,append,,,24,4.4,75.8,5322.083333333333,2.3
595,KGL_S1047,Kaggle,7.0,59.7,Female,Insufficient,append,,,23,2.5,83.5,6525.0,5.6
1114,KGL_S1566,Kaggle,7.0,63.9,Male,Insufficient,append,,,18,2.7,86.7,5605.0,6.0
529,CMU_92038,CMU,7.0045977016666665,100.0,Male,Adequate,append,0.233298611,3.777833333,,,,,
379,CMU_320,CMU,7.004938271666666,90.75,Male,Adequate,append,0.123543721,3.335,,,,,
163,CMU_457,CMU,7.015277778333333,83.25,Female,Adequate,append,0.051178324,3.482173913,,,,,
524,CMU_88185,CMU,7.015555555000001,98.6125,Female,Adequate,append,0.069454684,3.722333333,,,,,
234,CMU_522,CMU,7.02254902,88.25,Female,Adequate,append,0.083909505,4.0,,,,,
350,CMU_609,CMU,7.024561403333333,94.75,Male,Adequate,append,0.04941701,3.77,,,,,
50,CMU_223,CMU,7.025,42.25,Female,Adequate,append,1.775785667,3.2,,,,,
183,CMU_400,CMU,7.029761905,88.25,Male,Adequate,append,0.566819845,3.0425,,,,,
113,CMU_322,CMU,7.031547618333334,84.0,Male,Adequate,append,0.196002896,2.9,,,,,
8,CMU_265,CMU,7.0351851850000005,82.0,Female,Adequate,append,0.129621959,3.86,,,,,
257,CMU_62,CMU,7.037878788333333,81.66664999999999,Female,Adequate,append,3.360042202,3.7799996,,,,,
460,CMU_39146,CMU,7.041666666666667,92.860714275,Female,Adequate,append,0.022459991,3.761857143,,,,,
176,CMU_90,CMU,7.044444445,87.083325,Male,Adequate,append,0.067465972,3.434482069,,,,,
71,CMU_109,CMU,7.047126436666667,65.0,Female,Adequate,append,0.068976757,3.09,,,,,
5,CMU_174,CMU,7.057017543333333,100.0,Female,Adequate,append,0.130180898,3.21,,,,,
516,CMU_83005,CMU,7.0622222216666675,98.6125,Female,Adequate,append,0.080697252,3.8335,,,,,
227,CMU_461,CMU,7.07797619,89.75,Female,Adequate,append,0.153550907,3.81,,,,,
56,CMU_215,CMU,7.0787356316666665,100.0,Female,Adequate,append,0.030682752,3.79,,,,,
419,CMU_21090,CMU,7.085057471666667,98.6125,Female,Adequate,append,0.199272605,3.9445,,,,,
142,CMU_42,CMU,7.091071428333334,98.75,Female,Adequate,append,0.095797516,3.799999864,,,,,
191,CMU_481,CMU,7.096428571666666,85.0,Male,Adequate,append,0.189820911,3.735,,,,,
1459,KGL_S1911,Kaggle,7.1,83.9,Male,Adequate,append,,,21,5.4,75.1,5929.583333333333,5.5
1302,KGL_S1754,Kaggle,7.1,51.8,Female,Adequate,append,,,18,0.8,85.7,6694.583333333332,3.5
1369,KGL_S1821,Kaggle,7.1,35.4,Male,Adequate,append,,,20,1.4,81.7,5042.5,7.6
1359,KGL_S1811,Kaggle,7.1,53.0,Female,Adequate,append,,,19,0.0,87.0,5612.5,3.0
1347,KGL_S1799,Kaggle,7.1,66.3,Female,Adequate,append,,,19,3.8,82.2,5513.333333333334,3.2
1327,KGL_S1779,Kaggle,7.1,85.6,Female,Adequate,append,,,19,3.6,80.7,7455.0,3.0
1306,KGL_S1758,Kaggle,7.1,75.4,Male,Adequate,append,,,17,3.2,100.0,7604.166666666667,5.4
1305,KGL_S1757,Kaggle,7.1,44.5,Female,Adequate,append,,,19,2.6,74.5,5060.416666666667,5.699999999999999
1143,KGL_S1595,Kaggle,7.1,100.0,Male,Adequate,append,,,20,5.6,77.5,7145.833333333333,2.0
1119,KGL_S1571,Kaggle,7.1,51.5,Male,Adequate,append,,,19,3.0,59.7,5055.0,5.4
1547,KGL_S1999,Kaggle,7.1,74.9,Female,Adequate,append,,,19,4.3,89.4,7130.833333333334,4.8
720,KGL_S1172,Kaggle,7.1,68.3,Male,Adequate,append,,,19,3.2,74.3,5836.666666666667,4.2
1016,KGL_S1468,Kaggle,7.1,66.8,Female,Adequate,append,,,21,3.6,76.5,5443.75,2.1
1015,KGL_S1467,Kaggle,7.1,98.1,Male,Adequate,append,,,17,5.4,85.9,7157.916666666667,5.9
1037,KGL_S1489,Kaggle,7.1,100.0,Female,Adequate,append,,,21,7.4,91.6,7321.249999999999,4.9
904,KGL_S1356,Kaggle,7.1,100.0,Male,Adequate,append,,,18,5.8,70.0,7093.75,3.5
881,KGL_S1333,Kaggle,7.1,72.3,Male,Adequate,append,,,19,3.8,92.2,7534.166666666667,5.4
858,KGL_S1310,Kaggle,7.1,96.3,Other,Adequate,append,,,24,5.3,79.0,7006.25,5.5
1050,KGL_S1502,Kaggle,7.1,34.0,Female,Adequate,append,,,21,0.3,88.4,5210.0,5.4
857,KGL_S1309,Kaggle,7.1,73.3,Male,Adequate,append,,,22,4.2,84.9,5851.666666666667,3.8000000000000003
724,KGL_S1176,Kaggle,7.1,77.5,Male,Adequate,append,,,19,2.6,84.6,6052.500000000001,3.4
1051,KGL_S1503,Kaggle,7.1,63.0,Female,Adequate,append,,,24,2.6,84.4,6537.083333333334,3.5
566,KGL_S1018,Kaggle,7.1,43.9,Other,Adequate,append,,,24,2.0,88.3,5561.666666666667,7.800000000000001
836,KGL_S1288,Kaggle,7.1,95.5,Male,Adequate,append,,,17,5.4,100.0,7062.5,3.0
591,KGL_S1043,Kaggle,7.1,65.7,Female,Adequate,append,,,24,4.3,62.8,5038.75,4.1000000000000005
602,KGL_S1054,Kaggle,7.1,68.1,Female,Adequate,append,,,23,3.1,64.0,6777.083333333334,4.5
605,KGL_S1057,Kaggle,7.1,75.2,Male,Adequate,append,,,17,3.9,90.7,6955.0,3.5999999999999996
610,KGL_S1062,Kaggle,7.1,94.7,Male,Adequate,append,,,21,4.5,93.1,7567.083333333333,6.699999999999999
626,KGL_S1078,Kaggle,7.1,77.3,Female,Adequate,append,,,23,4.4,85.8,6395.0,4.0
644,KGL_S1096,Kaggle,7.1,87.9,Female,Adequate,append,,,18,6.0,92.3,6349.166666666668,4.4
1080,KGL_S1532,Kaggle,7.1,83.0,Male,Adequate,append,,,17,4.8,81.7,6209.166666666667,5.6
556,KGL_S1008,Kaggle,7.1,78.9,Female,Adequate,append,,,23,4.4,100.0,5760.416666666667,3.9000000000000004
1030,KGL_S1482,Kaggle,7.1,67.0,Male,Adequate,append,,,21,3.4,79.3,5211.666666666666,2.2
430,CMU_25548,CMU,7.100574713333333,97.225,Male,Adequate,append,0.055182823,3.9445,,,,,
400,CMU_542,CMU,7.108333333333333,83.25,Male,Adequate,append,0.067167353,3.165,,,,,
349,CMU_586,CMU,7.118421053333334,100.0,Male,Adequate,append,1.398122428,3.8,,,,,
219,CMU_402,CMU,7.121333333333333,93.0,Female,Adequate,append,0.125710841,3.76,,,,,
411,CMU_14279,CMU,7.122222221666666,93.054166675,Female,Adequate,append,0.076413331,3.777833333,,,,,
509,CMU_77711,CMU,7.122777778333333,97.220833325,Male,Adequate,append,0.061162967,3.9445,,,,,
543,CMU_98700,CMU,7.125862068333333,93.054166675,Female,Adequate,append,0.127926587,3.8335,,,,,
346,CMU_563,CMU,7.129761905,100.0,Male,Adequate,append,0.166596936,4.0,,,,,
422,CMU_22138,CMU,7.13,97.91875,Male,Adequate,append,0.161572202,3.666714286,,,,,
408,CMU_10237,CMU,7.130952381666666,83.329166675,Female,Adequate,append,0.059588096,3.111,,,,,
233,CMU_507,CMU,7.139473685,94.0,Female,Adequate,append,0.111303155,3.69,,,,,
352,CMU_631,CMU,7.141666666666667,69.75,Male,Adequate,append,0.781137022,2.36,,,,,
118,CMU_157,CMU,7.14382716,76.75,Male,Adequate,append,0.071669543,2.44,,,,,
310,CMU_407,CMU,7.148039215,92.5,Female,Adequate,append,0.187172309,3.665862069,,,,,
405,CMU_552,CMU,7.153846153333333,79.75,Male,Adequate,append,0.143658222,3.713928571,,,,,
200,CMU_17020,CMU,7.160119048333333,87.5,Male,Adequate,append,0.209351852,3.166666667,,,,,
34,CMU_163,CMU,7.164367816666667,86.5,Male,Adequate,append,0.252287769,3.52,,,,,
480,CMU_52302,CMU,7.167222221666666,90.283333325,Male,Adequate,append,0.087727903,3.7334,,,,,
147,CMU_80,CMU,7.16728395,88.194425,Female,Adequate,append,0.051161243,3.65,,,,,
94,CMU_134,CMU,7.168055555,85.25,Male,Adequate,append,0.32337236,3.79,,,,,
210,CMU_315,CMU,7.16875,90.25,Female,Adequate,append,0.415880067,4.0,,,,,
260,CMU_68,CMU,7.169047618333334,91.34615000000001,Female,Adequate,append,0.038330285,3.528571429,,,,,
155,CMU_132,CMU,7.173809523333333,86.153825,Female,Adequate,append,0.089126276,2.331817364,,,,,
65,CMU_349,CMU,7.179166666666666,90.25,Female,Adequate,append,0.107001134,3.44,,,,,
111,CMU_144,CMU,7.187931035,68.25,Male,Adequate,append,0.10466447,3.05,,,,,
1161,KGL_S1613,Kaggle,7.2,85.7,Female,Adequate,append,,,18,3.8,98.3,7832.5,1.6
756,KGL_S1208,Kaggle,7.2,75.8,Male,Adequate,append,,,22,2.8,94.1,7581.666666666666,3.4000000000000004
730,KGL_S1182,Kaggle,7.2,79.9,Male,Adequate,append,,,22,4.2,69.2,7209.166666666667,3.8
1087,KGL_S1539,Kaggle,7.2,81.0,Male,Adequate,append,,,18,3.8,100.0,6697.916666666666,5.699999999999999
682,KGL_S1134,Kaggle,7.2,70.7,Male,Adequate,append,,,23,3.6,73.2,5621.666666666667,2.0
671,KGL_S1123,Kaggle,7.2,77.0,Female,Adequate,append,,,23,4.9,80.8,6113.75,4.1
589,KGL_S1041,Kaggle,7.2,66.0,Female,Adequate,append,,,23,2.9,86.2,5030.0,4.6
1332,KGL_S1784,Kaggle,7.2,91.3,Male,Adequate,append,,,18,4.4,80.7,7496.666666666667,4.2
1346,KGL_S1798,Kaggle,7.2,90.6,Female,Adequate,append,,,17,5.1,79.3,7326.249999999999,6.9
925,KGL_S1377,Kaggle,7.2,67.9,Female,Adequate,append,,,17,2.7,86.9,6266.25,4.5
1435,KGL_S1887,Kaggle,7.2,75.9,Male,Adequate,append,,,22,3.5,97.0,7175.0,7.0
1488,KGL_S1940,Kaggle,7.2,67.5,Other,Adequate,append,,,20,4.1,68.8,5886.666666666667,1.8
1258,KGL_S1710,Kaggle,7.2,58.1,Male,Adequate,append,,,23,1.8,78.9,4889.166666666667,2.0
939,KGL_S1391,Kaggle,7.2,72.6,Female,Adequate,append,,,19,3.2,87.2,6065.416666666667,0.30000000000000004
569,KGL_S1021,Kaggle,7.2,82.5,Male,Adequate,append,,,21,5.6,95.6,6337.916666666666,4.5
1142,KGL_S1594,Kaggle,7.2,88.0,Male,Adequate,append,,,20,4.3,97.9,6989.166666666668,3.4
1075,KGL_S1527,Kaggle,7.2,81.8,Female,Adequate,append,,,18,3.8,77.5,7437.5,2.8
263,CMU_74,CMU,7.20308642,90.57690000000001,Female,Adequate,append,0.080836621,3.6999995,,,,,
1,CMU_185,CMU,7.203333333333333,84.5,Female,Adequate,append,0.116726948,3.0,,,,,
316,CMU_465,CMU,7.2153846150000005,84.25,Female,Adequate,append,0.125992,3.390357143,,,,,
293,CMU_351,CMU,7.21547619,76.0,Female,Adequate,append,0.07112902,3.405,,,,,
307,CMU_399,CMU,7.218518518333334,98.75,Female,Adequate,append,0.053386752,3.730625,,,,,
361,CMU_38,CMU,7.220833333333333,97.5,Male,Adequate,append,0.147709295,3.883333,,,,,
57,CMU_291,CMU,7.2217391300000005,57.99999999999999,Female,Adequate,append,0.253243802,1.21,,,,,
141,CMU_37,CMU,7.233333333333333,79.821425,Female,Adequate,append,0.048181299,3.6999995,,,,,
368,CMU_76,CMU,7.238888888333333,83.39285,Male,Adequate,append,0.044577991,3.686206552,,,,,
283,CMU_188,CMU,7.25297619,95.78125,Female,Adequate,append,0.069481405,3.645454394,,,,,
337,CMU_571,CMU,7.25576923,87.25,Female,Adequate,append,0.128576444,3.625454545,,,,,
298,CMU_363,CMU,7.260714285000001,92.5,Female,Adequate,append,0.180828402,3.775,,,,,
397,CMU_512,CMU,7.270833333333333,83.25,Male,Adequate,append,0.029265928,3.295882353,,,,,
335,CMU_567,CMU,7.271969696666667,97.75,Female,Adequate,append,0.157320484,3.948275862,,,,,
282,CMU_165,CMU,7.272666666666667,93.333325,Female,Adequate,append,0.252345679,3.725806129,,,,,
369,CMU_88,CMU,7.273076923333333,80.833325,Male,Adequate,append,0.786485333,3.54074037,,,,,
308,CMU_401,CMU,7.282142856666667,87.25,Female,Adequate,append,0.047301097,3.57,,,,,
286,CMU_199,CMU,7.28560606,90.833325,Female,Adequate,append,0.153960695,3.08,,,,,
302,CMU_369,CMU,7.286419753333333,94.0,Female,Adequate,append,0.039382807,3.803333333,,,,,
485,CMU_62246,CMU,7.286666666666666,95.83749999999999,Male,Adequate,append,0.084193751,3.777833333,,,,,
471,CMU_47810,CMU,7.288888888333333,90.279166675,Female,Adequate,append,0.046494905,3.619142857,,,,,
84,CMU_183,CMU,7.293678161666667,79.75,Male,Adequate,append,0.034796981,3.41,,,,,
584,KGL_S1036,Kaggle,7.3,70.7,Female,Adequate,append,,,20,3.5,74.9,5518.333333333334,5.6
975,KGL_S1427,Kaggle,7.3,75.1,Female,Adequate,append,,,20,2.9,75.7,6673.75,3.0999999999999996
1170,KGL_S1622,Kaggle,7.3,35.6,Female,Adequate,append,,,23,1.2,84.7,5180.0,1.8
948,KGL_S1400,Kaggle,7.3,60.4,Male,Adequate,append,,,24,3.5,79.9,5372.5,3.4000000000000004
1092,KGL_S1544,Kaggle,7.3,87.9,Female,Adequate,append,,,17,4.1,100.0,7145.833333333333,4.4
1149,KGL_S1601,Kaggle,7.3,80.2,Other,Adequate,append,,,24,4.6,81.5,6402.083333333333,3.3
1281,KGL_S1733,Kaggle,7.3,70.6,Male,Adequate,append,,,24,3.3,98.3,6853.333333333333,2.8
1105,KGL_S1557,Kaggle,7.3,69.9,Male,Adequate,append,,,22,3.8,100.0,6718.75,7.9
1419,KGL_S1871,Kaggle,7.3,66.5,Male,Adequate,append,,,24,2.0,81.4,6753.749999999999,1.9
859,KGL_S1311,Kaggle,7.3,67.0,Female,Adequate,append,,,23,2.6,69.4,6547.499999999999,7.0
1222,KGL_S1674,Kaggle,7.3,63.6,Female,Adequate,append,,,20,2.6,91.6,6529.583333333333,2.9000000000000004
755,KGL_S1207,Kaggle,7.3,62.3,Female,Adequate,append,,,20,2.1,80.9,6199.583333333334,2.5
1483,KGL_S1935,Kaggle,7.3,62.0,Male,Adequate,append,,,17,3.4,87.1,5396.25,4.7
907,KGL_S1359,Kaggle,7.3,100.0,Male,Adequate,append,,,19,6.3,83.3,6238.75,1.5
1396,KGL_S1848,Kaggle,7.3,74.6,Other,Adequate,append,,,23,4.5,83.6,6496.250000000001,5.1
899,KGL_S1351,Kaggle,7.3,70.4,Female,Adequate,append,,,17,3.2,98.6,6715.000000000001,4.0
1177,KGL_S1629,Kaggle,7.3,82.6,Male,Adequate,append,,,23,5.5,91.9,5578.750000000001,5.9
186,CMU_434,CMU,7.3,100.0,Male,Adequate,append,0.407269965,3.563214286,,,,,
1401,KGL_S1853,Kaggle,7.3,68.4,Female,Adequate,append,,,19,2.1,85.9,7293.333333333334,2.8
1096,KGL_S1548,Kaggle,7.3,67.1,Female,Adequate,append,,,18,3.3,61.2,5009.166666666667,4.4
187,CMU_440,CMU,7.307738095,90.75,Male,Adequate,append,0.017128487,3.818,,,,,
98,CMU_309,CMU,7.310493826666667,60.0,Male,Adequate,append,0.098627959,2.57,,,,,
189,CMU_467,CMU,7.310714285,87.5,Male,Adequate,append,0.0188344,3.728181818,,,,,
250,CMU_30,CMU,7.311728395,98.333325,Female,Adequate,append,0.602623274,3.33571375,,,,,
367,CMU_57,CMU,7.3125,75.961525,Male,Adequate,append,0.059450746,3.2,,,,,
452,CMU_36501,CMU,7.314666666666667,90.283333325,Male,Adequate,append,0.049042728,3.555666667,,,,,
161,CMU_433,CMU,7.314880951666667,93.0,Female,Adequate,append,0.114567139,3.534444444,,,,,
360,CMU_28,CMU,7.320238095,95.96152500000001,Male,Adequate,append,0.069268785,3.744827034,,,,,
20,CMU_153,CMU,7.3258620683333335,82.5,Female,Adequate,append,0.039771117,3.1,,,,,
53,CMU_123,CMU,7.331034483333334,100.0,Male,Adequate,append,0.02063244,3.46,,,,,
412,CMU_14571,CMU,7.336904761666667,83.33749999999999,Male,Adequate,append,0.136600366,3.333428571,,,,,
252,CMU_35,CMU,7.350595238333333,90.0,Female,Adequate,append,0.307469517,3.532257903,,,,,
487,CMU_63138,CMU,7.359770115,97.91875,Female,Adequate,append,0.075285927,3.9445,,,,,
374,CMU_140,CMU,7.36547619,98.6111,Male,Adequate,append,0.070595946,3.803333,,,,,
258,CMU_64,CMU,7.366666666666666,98.333325,Female,Adequate,append,0.439572176,3.8166665,,,,,
46,CMU_281,CMU,7.3681818183333325,87.5,Male,Adequate,append,3.641583333,3.46,,,,,
74,CMU_218,CMU,7.368452381666667,100.0,Female,Adequate,append,0.102371971,4.0,,,,,
26,CMU_172,CMU,7.385632183333333,65.25,Male,Adequate,append,0.052766794,2.91,,,,,
43,CMU_254,CMU,7.389655171666666,100.0,Female,Adequate,append,0.040935374,3.8,,,,,
530,CMU_92412,CMU,7.395,100.0,Male,Adequate,append,0.044740058,4.0,,,,,
1436,KGL_S1888,Kaggle,7.4,69.8,Other,Adequate,append,,,20,3.0,79.0,6610.416666666667,4.7
883,KGL_S1335,Kaggle,7.4,100.0,Male,Adequate,append,,,24,6.5,100.0,7333.333333333333,7.4
766,KGL_S1218,Kaggle,7.4,48.5,Male,Adequate,append,,,24,2.6,76.3,5240.833333333333,4.4
1226,KGL_S1678,Kaggle,7.4,53.4,Female,Adequate,append,,,18,3.5,79.9,5112.083333333334,5.9
873,KGL_S1325,Kaggle,7.4,75.4,Female,Adequate,append,,,22,4.9,77.2,5961.25,4.7
965,KGL_S1417,Kaggle,7.4,100.0,Female,Adequate,append,,,18,5.2,96.6,7748.333333333333,4.800000000000001
1056,KGL_S1508,Kaggle,7.4,76.6,Male,Adequate,append,,,24,4.8,92.6,5565.0,4.800000000000001
553,KGL_S1005,Kaggle,7.4,100.0,Male,Adequate,append,,,24,7.2,82.9,6937.083333333334,1.3
707,KGL_S1159,Kaggle,7.4,77.9,Female,Adequate,append,,,20,3.2,81.5,6870.833333333333,5.6000000000000005
673,KGL_S1125,Kaggle,7.4,44.0,Male,Adequate,append,,,24,1.5,95.5,5262.5,6.6
927,KGL_S1379,Kaggle,7.4,32.9,Male,Adequate,append,,,17,0.0,82.4,4872.5,4.2
1294,KGL_S1746,Kaggle,7.4,42.6,Male,Adequate,append,,,19,1.1,74.9,5799.583333333334,5.3
1287,KGL_S1739,Kaggle,7.4,74.1,Male,Adequate,append,,,20,3.1,85.2,7005.0,5.0
702,KGL_S1154,Kaggle,7.4,65.0,Male,Adequate,append,,,21,3.5,66.8,5159.583333333333,4.699999999999999
1001,KGL_S1453,Kaggle,7.4,63.4,Female,Adequate,append,,,22,3.4,63.2,5298.75,4.7
42,CMU_201,CMU,7.404761905,94.75,Female,Adequate,append,0.21185109,3.71,,,,,
247,CMU_23,CMU,7.4148809516666665,73.333325,Female,Adequate,append,0.068741046,2.915384,,,,,
126,CMU_124,CMU,7.415217391666667,100.0,Male,Adequate,append,0.075138315,4.0,,,,,
356,CMU_1,CMU,7.4206666666666665,97.5,Male,Adequate,append,0.321182967,3.196295815,,,,,
406,CMU_561,CMU,7.421153846666667,74.25,Male,Adequate,append,0.168621333,3.5353125,,,,,
483,CMU_59097,CMU,7.423888888333334,93.33500000000001,Male,Adequate,append,0.040231867,3.722166667,,,,,
93,CMU_347,CMU,7.426436781666666,93.5,Female,Adequate,append,0.094963152,3.74,,,,,
79,CMU_120,CMU,7.426785714999999,100.0,Male,Adequate,append,0.151092059,3.8,,,,,
48,CMU_167,CMU,7.432051281666667,100.0,Female,Adequate,append,0.152065333,4.0,,,,,
18,CMU_316,CMU,7.435507246666666,70.75,Female,Adequate,append,0.176744146,3.71,,,,,
182,CMU_398,CMU,7.436309523333334,75.0,Male,Adequate,append,0.187559823,3.13,,,,,
481,CMU_57359,CMU,7.445402298333334,100.0,Female,Adequate,append,0.039417517,3.857142857,,,,,
241,CMU_4,CMU,7.458333333333333,87.5,Female,Adequate,append,0.117315556,3.7666665,,,,,
194,CMU_500,CMU,7.459333333333333,86.75,Male,Adequate,append,0.199746817,3.4136,,,,,
41,CMU_179,CMU,7.460919540000001,60.75000000000001,Female,Adequate,append,0.090260417,3.07,,,,,
426,CMU_23270,CMU,7.4839080466666665,97.61785714999999,Female,Adequate,append,0.062982214,3.9445,,,,,
375,CMU_143,CMU,7.486666666666666,97.91665,Male,Adequate,append,0.042815482,3.986842105,,,,,
299,CMU_364,CMU,7.48939394,86.75,Female,Adequate,append,0.259393424,3.500967742,,,,,
327,CMU_513,CMU,7.492666666666667,77.25,Female,Adequate,append,0.044613233,3.611,,,,,
650,KGL_S1102,Kaggle,7.5,60.8,Male,Adequate,append,,,18,4.3,100.0,5645.833333333334,4.8
648,KGL_S1100,Kaggle,7.5,93.2,Male,Adequate,append,,,23,4.3,100.0,7927.083333333334,4.5
617,KGL_S1069,Kaggle,7.5,100.0,Male,Adequate,append,,,22,6.8,72.3,6401.25,5.5
